dataset,model,model_key,method,trial,trial_key,graph_file,gcc,alcc,k4_count,k4_density,C3_global,C3_avg_local
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,0,0,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_0.txt,0.0334955799976605,0.0334975961982264,455.0,1.337095163473567e-09,0.0010950809006057,0.0003566805447674
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,1,1,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_1.txt,0.0333699421530499,0.03338064109427,448.0,1.3165244686508967e-09,0.0010814412135315,0.0003504854630322
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,2,2,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_2.txt,0.0330721111740911,0.0330617971095158,407.0,1.196038970403828e-09,0.0010023184257279,0.0003222803520793
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,3,3,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_3.txt,0.0327835554111147,0.0327702625317118,442.0,1.2988924445171791e-09,0.0011178473261656,0.0003591610348767
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,4,4,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_4.txt,0.0335250416059234,0.0334993145679659,484.0,1.422316613453201e-09,0.0011461351977764,0.0003679274948228
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,5,5,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_5.txt,0.0329545687949445,0.0329468894857895,430.0,1.2636283962497447e-09,0.0010699988698655,0.0003378353484977
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,6,6,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_6.txt,0.0331528358267922,0.0331422484635283,449.0,1.3194631393398495e-09,0.0011080138727943,0.0003568888085112
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,7,7,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_7.txt,0.0329222633139484,0.0329220981133187,461.0,1.3547271876072844e-09,0.0011551252628108,0.0003713924122737
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,8,8,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_8.txt,0.0330869523597769,0.0330789332030637,443.0,1.3018311152061323e-09,0.0011027174226448,0.0003610820505952
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,9,9,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_9.txt,0.0329501906898292,0.0329052385820305,453.0,1.3312178220956611e-09,0.0011383096478652,0.0003587540666738
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,10,10,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_10.txt,0.0329601801382723,0.0329258965116905,480.0,1.410561930697389e-09,0.0011651571879983,0.0003745850634527
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,11,11,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_11.txt,0.0330109257258922,0.0329679208075341,498.0,1.4634580030985415e-09,0.001232886377637,0.0003926045322749
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,12,12,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_12.txt,0.0332313868999463,0.0332057814969066,433.0,1.272444408316603e-09,0.0010580170447441,0.000343479664339
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,13,13,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_13.txt,0.0329126539180783,0.0328468995861614,444.0,1.3047697858950851e-09,0.0010983356751301,0.0003475098227812
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,14,14,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_14.txt,0.0329935616129724,0.0329510693778803,437.0,1.2841990910724151e-09,0.0011018603032763,0.0003492908165039
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,15,15,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_15.txt,0.0332771955619903,0.0332237610610145,442.0,1.2988924445171791e-09,0.0010649030715346,0.0003385814029993
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,16,16,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_16.txt,0.0330629949263716,0.0330265680116769,444.0,1.3047697858950851e-09,0.0010757119070688,0.0003385888797935
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,17,17,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_17.txt,0.033304913984355,0.0333110664096373,480.0,1.410561930697389e-09,0.0011650150824956,0.0003760212233016
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,18,18,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_18.txt,0.033153768140757,0.0331819850304339,439.0,1.2900764324503207e-09,0.0010687660033406,0.0003441950357666
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,19,19,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_19.txt,0.0333859776498678,0.0333587250707518,442.0,1.2988924445171791e-09,0.0010599005683776,0.0003393076380884
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,20,20,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_20.txt,0.0331875732029039,0.033177879392935,447.0,1.313585797961944e-09,0.0010859209658461,0.0003444303330002
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,21,21,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_21.txt,0.0332983021697466,0.0332788851569443,435.0,1.278321749694509e-09,0.0010635254769361,0.0003410579455111
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,22,22,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_22.txt,0.0329471540697099,0.0329281709375948,423.0,1.2430577014270743e-09,0.0010505479986191,0.0003295300485488
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,23,23,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_23.txt,0.0329374387981677,0.032937033896798,452.0,1.3282791514067083e-09,0.0011123504740717,0.0003586810086036
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,24,24,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_24.txt,0.0336469850231318,0.0336402207549236,479.0,1.407623260008436e-09,0.0011351883300743,0.0003629283669172
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,25,25,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_25.txt,0.0335977419282861,0.0335883298964423,475.0,1.3958685772526242e-09,0.0011186643853763,0.0003632196106974
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,26,26,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_26.txt,0.0331796881059617,0.0331788454475321,442.0,1.2988924445171791e-09,0.0010770990943351,0.0003447416732957
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,27,27,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_27.txt,0.0331802734517585,0.0331984223426774,446.0,1.310647127272991e-09,0.0010674378599386,0.0003432541468131
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,28,28,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_28.txt,0.0328595438557762,0.0328602412572578,405.0,1.190161629025922e-09,0.0010046123281642,0.0003206400067611
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,29,29,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_29.txt,0.0334676303384193,0.0334880498092141,488.0,1.434071296209012e-09,0.00118413549616,0.0003807049714923
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,30,30,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_30.txt,0.0332879723647021,0.0333014919948667,487.0,1.431132625520059e-09,0.0011879333293762,0.0003819017317151
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,31,31,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_31.txt,0.0328546158648582,0.0328592221956745,427.0,1.2548123841828859e-09,0.0010495550144825,0.00033497478441
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,32,32,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_32.txt,0.0333174733829199,0.0332912631712449,485.0,1.4252552841421532e-09,0.0011617436614607,0.0003713320683511
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,33,33,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_33.txt,0.0333887746812933,0.0334079417371748,490.0,1.439948637586918e-09,0.0011753770501634,0.0003736911727076
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,34,34,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_34.txt,0.0332368771601382,0.0332328037000859,417.0,1.225425677293357e-09,0.0010068055953764,0.0003189606564383
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,35,35,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_35.txt,0.0332159191763911,0.0332324184124761,432.0,1.2695057376276503e-09,0.0010396551008379,0.0003402944262675
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,36,36,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_36.txt,0.0332615696280668,0.0332780136510295,483.0,1.419377942764248e-09,0.0011790500144228,0.0003872315826717
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,37,37,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_37.txt,0.0331367266618961,0.0331505166163395,414.0,1.216609665226498e-09,0.0010191427753793,0.0003234177534724
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,38,38,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_38.txt,0.0331606256327116,0.0331645702938794,457.0,1.3429725048514728e-09,0.001099218941202,0.0003513127836839
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,39,39,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_39.txt,0.0330121052365588,0.033038007064465,459.0,1.3488498462293786e-09,0.001138006418538,0.0003677017678284
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,40,40,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_40.txt,0.0329912674472148,0.0329620784412605,477.0,1.40174591863053e-09,0.0011560674962454,0.0003712419782818
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,41,41,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_41.txt,0.033175634918906,0.0331881932959085,461.0,1.3547271876072844e-09,0.001117383432185,0.0003599187353019
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,42,42,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_42.txt,0.0330670706042981,0.0330736880843911,485.0,1.4252552841421532e-09,0.0012020764941996,0.0003797383895572
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,43,43,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_43.txt,0.0328813439851424,0.0328983918174402,428.0,1.2577510548718387e-09,0.0010774620984455,0.0003501061688285
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,44,44,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_44.txt,0.0328650707777323,0.0328516996113049,409.0,1.2019163117817332e-09,0.001015485323568,0.0003253238024285
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,45,45,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_45.txt,0.0330575301579973,0.0330321909882012,431.0,1.2665670669386975e-09,0.0010711733822113,0.0003486824543491
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,46,46,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_46.txt,0.0329769553302057,0.0329591672573237,473.0,1.389991235874719e-09,0.0011624153992597,0.0003770408196237
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,47,47,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_47.txt,0.0325037273071082,0.0325101767231462,417.0,1.225425677293357e-09,0.0010634217145018,0.0003375858437529
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,48,48,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_48.txt,0.0327243344642606,0.0326798785068172,421.0,1.2371803600491687e-09,0.0010514822528028,0.0003344957550592
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,49,49,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_49.txt,0.0330374232761653,0.0330280835171326,433.0,1.272444408316603e-09,0.0010783130004785,0.0003429437983147
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,50,50,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_50.txt,0.0327967274503419,0.0328194967298579,410.0,1.2048549824706862e-09,0.0010099280857305,0.0003229061412001
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,51,51,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_51.txt,0.0333057761634998,0.0333338037555949,423.0,1.2430577014270743e-09,0.0010253346123756,0.0003271549186724
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,52,52,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_52.txt,0.0334041927375795,0.0333478084896158,498.0,1.4634580030985415e-09,0.0011795688257487,0.000373327735481
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,53,53,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_53.txt,0.0329699372821979,0.0329659285695978,454.0,1.334156492784614e-09,0.0011382927489205,0.0003603820628927
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,54,54,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_54.txt,0.0332216246777381,0.0332358194387597,428.0,1.2577510548718387e-09,0.0010388250758943,0.0003363415029036
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,55,55,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_55.txt,0.0331408241158911,0.0331673930742836,423.0,1.2430577014270743e-09,0.0010365144689333,0.0003323542117523
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,56,56,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_56.txt,0.0331060783098458,0.0331325227969074,429.0,1.2606897255607915e-09,0.0010460905717734,0.0003422039211691
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,57,57,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_57.txt,0.0332145008752046,0.0331524113916858,468.0,1.3752978824299546e-09,0.0011506904552521,0.000369044849802
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,58,58,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_58.txt,0.0332612356953952,0.0332463852438952,452.0,1.3282791514067083e-09,0.0010913656557852,0.0003406315329577
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,59,59,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_59.txt,0.0331375014441695,0.0331604230547988,437.0,1.2841990910724151e-09,0.001059543773867,0.0003383495210026
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,60,60,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_60.txt,0.0332327474137863,0.0332325637425455,449.0,1.3194631393398495e-09,0.0010862747730828,0.000351217662278
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,61,61,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_61.txt,0.0327929139407058,0.0327434858440315,412.0,1.210732323848592e-09,0.0010285820567771,0.0003268470250167
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,62,62,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_62.txt,0.0325969672881801,0.032660159874256,434.0,1.2753830790055563e-09,0.001082437104647,0.0003474059998175
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,63,63,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_63.txt,0.0332983184564094,0.0332752455628666,471.0,1.384113894496813e-09,0.0011440728142025,0.0003665977970571
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,64,64,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_64.txt,0.0327768813867858,0.0327571891461523,426.0,1.251873713493933e-09,0.0010762504042255,0.0003429468657115
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,65,65,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_65.txt,0.033454717118491,0.0334956033463811,463.0,1.3606045289851902e-09,0.0011128713101335,0.0003561603731086
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,66,66,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_66.txt,0.0330271098004932,0.0330094448941223,423.0,1.2430577014270743e-09,0.0010601492688499,0.0003401472879208
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,67,67,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_67.txt,0.0331652004146405,0.0331700503785786,443.0,1.3018311152061323e-09,0.0010828229169,0.0003436244969799
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,68,68,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_68.txt,0.0329141842487389,0.0329456731908312,396.0,1.1637135928253462e-09,0.0009781420652547,0.0003112079138351
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,69,69,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_69.txt,0.0327825656182495,0.032765839625943,385.0,1.1313882152468644e-09,0.0009646773571849,0.0003070318662456
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,70,70,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_70.txt,0.0332434294818,0.0332306682279069,473.0,1.389991235874719e-09,0.0011501256404868,0.0003677263114916
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,71,71,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_71.txt,0.0331447131537994,0.0331442617226369,423.0,1.2430577014270743e-09,0.0010298500285968,0.0003274643342721
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,72,72,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_72.txt,0.0329305704567067,0.0329397178254318,426.0,1.251873713493933e-09,0.0010639105998753,0.0003421617135539
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,73,73,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_73.txt,0.0328275062133815,0.0328658851037202,412.0,1.210732323848592e-09,0.0010022946953188,0.000320206123422
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,74,74,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_74.txt,0.0332861248209063,0.033327401438796,460.0,1.3517885169183316e-09,0.0011095495228937,0.0003579999067613
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,75,75,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_75.txt,0.0331692198906996,0.0331234893231428,430.0,1.2636283962497447e-09,0.0010444088301932,0.0003357736644504
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,76,76,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_76.txt,0.0328822418061315,0.0328650041059051,441.0,1.2959537738282263e-09,0.0011087696302718,0.0003504557043081
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,77,77,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_77.txt,0.0330710162291689,0.0330666994362375,450.0,1.3224018100288023e-09,0.0011048032754552,0.0003480497046522
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,78,78,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_78.txt,0.032872195563301,0.0328451155727592,478.0,1.404684589319483e-09,0.0011859889547541,0.0003848204215452
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,79,79,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_79.txt,0.0329715659741559,0.032992389750627,445.0,1.307708456584038e-09,0.0011185736217298,0.0003605109514979
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,80,80,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_80.txt,0.0330709298717916,0.0330887957851337,424.0,1.245996372116027e-09,0.0010707602481941,0.00034654511122
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,81,81,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_81.txt,0.0332656332119276,0.0332345251808958,467.0,1.3723592117410018e-09,0.0011603745748761,0.0003692815475804
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,82,82,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_82.txt,0.0329889290504444,0.0330359267964738,430.0,1.2636283962497447e-09,0.0010642218712856,0.0003432182071205
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,83,83,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_83.txt,0.0331686190070968,0.0331412523937088,472.0,1.387052565185766e-09,0.0011341821143245,0.0003606692331283
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,84,84,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_84.txt,0.0332094289633952,0.0332231020183678,450.0,1.3224018100288023e-09,0.0010902122360575,0.0003542428838024
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,85,85,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_85.txt,0.0329590402156709,0.0329842573091217,441.0,1.2959537738282263e-09,0.0011003062643853,0.0003493906946777
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,86,86,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_86.txt,0.0331192867669425,0.0331168663250181,448.0,1.3165244686508967e-09,0.0011102175952141,0.0003544161098736
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,87,87,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_87.txt,0.0329590276588684,0.0329751796933989,455.0,1.337095163473567e-09,0.0011259603142295,0.0003578161996099
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,88,88,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_88.txt,0.0334031952046276,0.0333254496979969,499.0,1.4663966737874943e-09,0.0011826132157619,0.0003728010292655
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,89,89,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_89.txt,0.033518440057847,0.0334785342882483,500.0,1.469335344476447e-09,0.0011765573305012,0.0003770323563569
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,90,90,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_90.txt,0.0329831298987472,0.0329734048724192,421.0,1.2371803600491687e-09,0.0010536302379364,0.0003345955324178
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,91,91,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_91.txt,0.0330678887658211,0.033079993807272,438.0,1.2871377617613675e-09,0.0010831005608177,0.0003446215259942
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,92,92,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_92.txt,0.0329787415691966,0.0329065571033901,456.0,1.3400338341625202e-09,0.0011284212228151,0.0003579641614244
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,93,93,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_93.txt,0.0333197060283995,0.0334033587185194,465.0,1.366481870363096e-09,0.0011360071303788,0.0003634673615943
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,94,94,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_94.txt,0.0334961423349629,0.0334955849896067,461.0,1.3547271876072844e-09,0.0011009222512466,0.0003500339126317
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,95,95,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_95.txt,0.032878302882691,0.0328804700096746,425.0,1.24893504280498e-09,0.0010500920683663,0.000345291930105
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,96,96,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_96.txt,0.0327311751028438,0.0326987566312869,402.0,1.181345616959063e-09,0.0010134570882646,0.0003255089399057
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,97,97,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_97.txt,0.0328307991632869,0.0328376336684714,405.0,1.190161629025922e-09,0.0010166898211148,0.0003302118081583
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,98,98,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_98.txt,0.0330068908493777,0.0329710219993348,406.0,1.193100299714875e-09,0.0010268818790758,0.0003320148894295
bio-CE-PG,Erdős–Rényi,ER,EDGEIND,99,99,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/data/orig_er/bio-CE-PG_99.txt,0.0331019427973609,0.0330602031809013,482.0,1.416439272075295e-09,0.001178428883732,0.0003787815771388
bio-CE-PG,Erdős–Rényi,ER,LOCLBDG,0,0,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/gen_res/ER_iter/triangle/bio-CE-PG_0.txt,0.5210490227143474,0.3803684992589988,26954516.0,0.0002102013728092,0.4841201721054916,0.10708327710842
bio-CE-PG,Erdős–Rényi,ER,LOCLBDG,1,1,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/gen_res/ER_iter/triangle/bio-CE-PG_1.txt,0.3889441038653901,0.2700045377784623,13817778.0,6.139601803411616e-05,0.3961449878686771,0.0650430217202496
bio-CE-PG,Erdős–Rényi,ER,LOCLBDG,2,2,/data/stf95557/edge-probability-graph-model/cluster_analysis/results/gen_res/ER_iter/triangle/bio-CE-PG_2.txt,0.3185150986461701,0.259325657933026,7011415.0,2.987930985443534e-05,0.2469343594009141,0.0543469522499368
